Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4936695845,TODDSTER-007,0,190.5,DST Jaguars  FLEX Zay Flowers QB Trevor Lawrence RB James Cook III RB D'Andre Swift TE Dalton Kincaid WR Brian Thomas Jr. WR Stefon Diggs WR Emeka Egbuka,,James Cook III,RB,68.75%,9
2,4936656285,mxrippa794,0,189.38,DST Bills  FLEX Keon Coleman QB Josh Allen RB Travis Etienne Jr. RB TreVeyon Henderson TE Mark Andrews WR Stefon Diggs WR Khalil Shakir WR Chris Godwin Jr.,,Khalil Shakir,WR,62.50%,18.6
3,4936666197,davebla,0,187.26,DST Bills  FLEX Stefon Diggs QB Lamar Jackson RB James Cook III RB D'Andre Swift TE Dalton Kincaid WR Mike Evans WR Chris Godwin Jr. WR Luther Burden III,,Bucky Irving,RB,59.38%,9.4
4,4936683075,BolasViejas,0,181.48,DST Buccaneers  FLEX Luther Burden III QB Josh Allen RB James Cook III RB Derrick Henry TE Dalton Kincaid WR Mike Evans WR Stefon Diggs WR Kayshon Boutte,,Luther Burden III,WR,53.13%,17.4
5,4936692014,justpickingwinners,0,180.18,DST Ravens  FLEX Mark Andrews QB Josh Allen RB James Cook III RB D'Andre Swift TE Dalton Kincaid WR Brian Thomas Jr. WR Khalil Shakir WR Emeka Egbuka,,Caleb Williams,QB,40.63%,31.5
6,4936698586,sparky162,0,172.04,DST Patriots  FLEX Brian Thomas Jr. QB Drake Maye RB Bucky Irving RB TreVeyon Henderson TE Hunter Henry WR Stefon Diggs WR Zay Flowers WR DeMario Douglas,,Travis Etienne Jr.,RB,40.63%,12.1
7,4936691633,mne836,0,172,DST Ravens  FLEX Brian Thomas Jr. QB Trevor Lawrence RB Travis Etienne Jr. RB Bucky Irving TE Dalton Kincaid WR Khalil Shakir WR DeAndre Hopkins WR Luther Burden III,,Dalton Kincaid,TE,37.50%,28
8,4936671562,Daquan112980,0,161.7,DST Jaguars  FLEX Khalil Shakir QB Caleb Williams RB Derrick Henry RB D'Andre Swift TE Cade Otton WR Mike Evans WR Brian Thomas Jr. WR Kayshon Boutte,,D'Andre Swift,RB,34.38%,20.3
9,4936654502,StevieG916,0,159.8,DST Bears  FLEX Bucky Irving QB Caleb Williams RB Travis Etienne Jr. RB James Cook III TE Cade Otton WR Brian Thomas Jr. WR Chris Godwin Jr. WR Luther Burden III,,Rome Odunze,WR,34.38%,10.3
10,4936654689,Jonny2Tempered,0,158.36,DST Bills  FLEX TreVeyon Henderson QB Baker Mayfield RB Travis Etienne Jr. RB D'Andre Swift TE Brenton Strange WR Mike Evans WR Stefon Diggs WR Chris Godwin Jr.,,Ravens,DST,34.38%,3
11,4936697491,hawks8888,0,151.78,DST Patriots  FLEX Derrick Henry QB Josh Allen RB Bucky Irving RB D'Andre Swift TE Dalton Kincaid WR Khalil Shakir WR DJ Moore WR Tim Patrick,,Mike Evans,WR,31.25%,4.8
12,4936682030,Timj1890,0,147.04,DST Ravens  FLEX D'Andre Swift QB Drake Maye RB James Cook III RB Bucky Irving TE Dalton Kincaid WR Rome Odunze WR DeMario Douglas WR Emeka Egbuka,,Derrick Henry,RB,25.00%,14.8
13,4936666125,kingzoe500,0,143.14,DST Bills  FLEX DeMario Douglas QB Drake Maye RB Travis Etienne Jr. RB Bucky Irving TE Brenton Strange WR Mike Evans WR Khalil Shakir WR Luther Burden III,,Stefon Diggs,WR,25.00%,45.4
14,4936673828,benrichardson,0,142.4,DST Ravens  FLEX Derrick Henry QB Caleb Williams RB James Cook III RB D'Andre Swift TE Dalton Kincaid WR Rome Odunze WR DeMario Douglas WR Luther Burden III,,Chris Godwin Jr.,WR,25.00%,27.2
15,4936665831,kpzee1105,0,141.7,DST Jaguars  FLEX Bucky Irving QB Caleb Williams RB Travis Etienne Jr. RB James Cook III TE Dalton Kincaid WR DeMario Douglas WR Chris Godwin Jr. WR Luther Burden III,,DeMario Douglas,WR,21.88%,8.1
16,4936690696,ahilan22,0,141.6,DST Ravens  FLEX James Cook III QB Caleb Williams RB Bucky Irving RB D'Andre Swift TE Cole Kmet WR Khalil Shakir WR Chris Godwin Jr. WR Luther Burden III,,Jaguars,DST,21.88%,-1
17,4936657386,jklodawizard,0,141.18,DST Bears  FLEX Derrick Henry QB Josh Allen RB James Cook III RB Bucky Irving TE Cole Kmet WR Khalil Shakir WR Chris Godwin Jr. WR Luther Burden III,,Josh Allen,QB,18.75%,40.58
18,4936697127,poolbash,0,141,DST Jaguars  FLEX Rome Odunze QB Caleb Williams RB James Cook III RB Bucky Irving TE Brenton Strange WR Mike Evans WR Stefon Diggs WR Keon Coleman,,Brian Thomas Jr.,WR,18.75%,42.5
19,4936697180,Handcuff2006,0,139.7,DST Bills  FLEX Luther Burden III QB Caleb Williams RB Travis Etienne Jr. RB Bucky Irving TE Dalton Kincaid WR Khalil Shakir WR Rome Odunze WR Zay Flowers,,Bills,DST,18.75%,11
20,4936666115,papiherb69,0,139.66,DST Ravens  FLEX Bucky Irving QB Lamar Jackson RB Travis Etienne Jr. RB James Cook III TE Dalton Kincaid WR Chris Godwin Jr. WR Emeka Egbuka WR Luther Burden III,,Zay Flowers,WR,15.63%,1.4
21,4936686591,mommalockaboobooday,0,136.46,DST Bills  FLEX Antonio Gibson QB Baker Mayfield RB James Cook III RB Bucky Irving TE Cade Otton WR Mike Evans WR Stefon Diggs WR Khalil Shakir,,Emeka Egbuka,WR,15.63%,9.4
22,4936674214,suzukideb1965,0,127.04,DST Patriots  FLEX Keon Coleman QB Drake Maye RB James Cook III RB Bucky Irving TE Hunter Henry WR Khalil Shakir WR Rome Odunze WR Zay Flowers,,Hunter Henry,TE,15.63%,7.4
23,4936634698,imaboutBREAD,0,126,DST Ravens  FLEX Khalil Shakir QB Caleb Williams RB Travis Etienne Jr. RB Bucky Irving TE Cole Kmet WR Rome Odunze WR Kayshon Boutte WR Luther Burden III,,Cade Otton,TE,15.63%,11.7
24,4936684310,FantasyFrat,0,125.7,DST Buccaneers  FLEX James Cook III QB Caleb Williams RB Bucky Irving RB D'Andre Swift TE Cade Otton WR Mike Evans WR Khalil Shakir WR Luther Burden III,,Brenton Strange,TE,15.63%,12.2
25,4936648519,kahlil.gedin,0,123.4,DST Patriots  FLEX DJ Moore QB Caleb Williams RB Bucky Irving RB D'Andre Swift TE Hunter Henry WR Mike Evans WR Khalil Shakir WR Luther Burden III,,Drake Maye,QB,12.50%,49.54
26,4936698803,RobertD24,0,122.2,DST Jaguars  FLEX Bucky Irving QB Caleb Williams RB James Cook III RB Derrick Henry TE Brenton Strange WR Khalil Shakir WR Rome Odunze WR Luther Burden III,,Mark Andrews,TE,12.50%,8.8
27,4936683750,IconoclasticDraft,0,116.2,DST Ravens  FLEX Hunter Henry QB Trevor Lawrence RB Travis Etienne Jr. RB James Cook III TE Brenton Strange WR Khalil Shakir WR Rome Odunze WR DeMario Douglas,,Cole Kmet,TE,12.50%,5.2
28,4936673549,schmohawks,0,115.7,DST Ravens  FLEX Antonio Gibson QB Caleb Williams RB Travis Etienne Jr. RB James Cook III TE Cade Otton WR Khalil Shakir WR Rome Odunze WR DJ Moore,,Patriots,DST,12.50%,2
29,4936663737,sibobterminator,0,113.98,DST Jaguars  FLEX Hunter Henry QB Josh Allen RB James Cook III RB Derrick Henry TE Mark Andrews WR Khalil Shakir WR Rome Odunze WR DeAndre Hopkins,,Lamar Jackson,QB,9.38%,24.16
30,4936682824,kayonas23,0,113.06,DST Ravens  FLEX Rome Odunze QB Baker Mayfield RB Travis Etienne Jr. RB James Cook III TE Dalton Kincaid WR Mike Evans WR Emeka Egbuka WR Luther Burden III,,Baker Mayfield,QB,9.38%,19.06
31,4936641527,Noah393,0,112.3,DST Ravens  FLEX Bucky Irving QB Caleb Williams RB Travis Etienne Jr. RB James Cook III TE Cole Kmet WR Khalil Shakir WR Luther Burden III WR Tim Patrick,,Trevor Lawrence,QB,9.38%,35.5
32,4936658163,Gron13,0,89.36,DST Jaguars  FLEX DeMario Douglas QB Lamar Jackson RB James Cook III RB Derrick Henry TE Mark Andrews WR Khalil Shakir WR Zay Flowers WR DeAndre Hopkins,,TreVeyon Henderson,RB,9.38%,6.3
,,,,,,,DJ Moore,WR,9.38%,12
,,,,,,,Keon Coleman,WR,9.38%,19.4
,,,,,,,DeAndre Hopkins,WR,9.38%,5.5
,,,,,,,Kayshon Boutte,WR,9.38%,18.5
,,,,,,,Antonio Gibson,FLEX,6.25%,7.5
,,,,,,,Tim Patrick,WR,6.25%,6.1
,,,,,,,Buccaneers,DST,6.25%,3
,,,,,,,Bears,DST,6.25%,-1
